Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2019-01-01,06:51:08,16:37:57,9:46:48,02:01:00,13:20:00,,,11:19:00,06:51:08,13:20:00,6:28:51,00:00:00,00:00:00,9:23:03,,,,
2019-01-02,06:51:19,16:38:43,9:47:23,03:01:00,13:56:00,,,10:55:00,06:51:19,13:56:00,7:04:40,00:00:00,00:00:00,10:22:17,,,,
2019-01-03,06:51:29,16:39:30,9:48:01,04:01:00,14:34:00,,,10:33:00,06:51:29,14:34:00,7:42:31,00:00:00,00:00:00,11:21:30,,,,
2019-01-04,06:51:36,16:40:18,9:48:42,04:59:00,15:17:00,,,10:18:00,06:51:36,15:17:00,8:25:24,00:00:00,00:00:00,12:18:41,,,,
2019-01-05,06:51:41,16:41:08,9:49:26,05:54:00,16:03:00,,,10:09:00,06:51:41,16:03:00,9:11:18,00:00:00,00:00:00,13:12:52,,,,
2019-01-06,06:51:45,16:41:58,9:50:14,06:45:00,16:53:00,,,10:08:00,06:51:45,16:41:58,9:50:14,00:00:00,00:00:00,13:52:00,,,,
2019-01-07,06:51:46,16:42:50,9:51:04,07:32:00,17:45:00,,,10:13:00,07:32:00,16:42:50,9:10:51,00:00:00,00:00:00,13:06:47,,,,
2019-01-08,06:51:46,16:43:43,9:51:57,08:14:00,18:40:00,,,10:26:00,08:14:00,16:43:43,8:29:43,00:00:00,00:00:00,12:11:46,,,,
2019-01-09,06:51:43,16:44:36,9:52:53,,19:35:00,,,19:35:00,06:51:43,16:44:36,9:52:53,19:35:00,00:00:00,4:25:00,,,,
2019-01-10,06:51:39,16:45:31,9:53:52,09:26:00,20:30:00,,,11:04:00,09:26:00,16:45:31,7:19:31,00:00:00,00:00:00,10:21:40,,,,
